Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,2,<function lrelu at 0x2ba500c62830>,<function lrelu at 0x2ba500c62830>,,,relu,relu,relu,0.3,0.1,0.004,0.004,0.0012,3,128,51.278717041015625
2,COMPLETED,2,<function lrelu at 0x2ba500c62830>,elu,<function leaky_relu at 0x2ba4f7e8eef0>,,,,,0.23127419672361554,1e-08,0.007084872329563635,0.0013403533679831236,0.005609152748298054,4,64,44.76133728027344
