Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,bn_1,bn_2,bn_3,bn_4,dropout,epsilon,l1_reg,l2_reg,last_activation,lrinit,model_depth,num_units,optimizer,Objective
1,COMPLETED,2,<function lrelu at 0x2b401815eb90>,elu,<function lrelu at 0x2b401815eb90>,,1,0,1,0,0.4163838411483065,0.1,0.003790569086686716,0.005852981315033489,<function my_act_fct at 0x2b3fc6a91ef0>,0.0016654256583857289,4,32,adam,75.5109634399414
2,COMPLETED,2,elu,elu,,,1,0,1,0,0.3624279065030283,1e-07,0.0005343460693059354,0.004649876858816084,<function my_act_fct at 0x2b3fc6a91ef0>,0.010473881652702908,3,32,nadam,57.672428131103516
3,COMPLETED,2,<function leaky_relu at 0x2b400f382ef0>,,,,0,1,0,0,0.008885617941283175,1e-07,0.005070190872252383,0.00013957914394884143,linear,0.0003802013728815148,2,32,adam,46.819923400878906
4,COMPLETED,2,tanh,elu,elu,,1,0,1,1,0.09700619521571391,1e-07,0.0034660678773633714,0.001310914207582189,<function my_act_fct at 0x2b3fc6a91ef0>,0.0004962423709174742,4,32,adam,36.83219909667969
5,COMPLETED,2,<function leaky_relu at 0x2b400f382ef0>,<function leaky_relu at 0x2b400f382ef0>,<function leaky_relu at 0x2b400f382ef0>,,0,0,0,0,0.3319227591517723,1e-07,0.00851235799494996,0.0014066454538914164,<function my_act_fct at 0x2b3fc6a91ef0>,0.0023363058965076688,4,128,nadam,47.71665954589844
6,COMPLETED,2,tanh,relu,,,0,0,1,0,0.23063846437272817,1.0,0.0002493917609433305,0.007577413391796465,<function my_act_fct at 0x2b3fc6a91ef0>,0.03174255539541556,3,64,RMSprop,62.13927459716797
7,COMPLETED,2,<function lrelu at 0x2b401815eb90>,<function leaky_relu at 0x2b400f382ef0>,,,0,1,1,1,0.08859214043486768,0.1,0.0042541071290717394,0.0055177126219220244,<function my_act_fct at 0x2b3fc6a91ef0>,0.0009985500218698733,3,16,adam,53.21635055541992
8,COMPLETED,2,relu,elu,,,0,1,0,0,0.23449500049521804,0.1,0.0013239916213637138,0.00322168141607179,<function my_act_fct at 0x2b3fc6a91ef0>,0.000850794058580596,3,64,adadelta,35.126495361328125
9,COMPLETED,2,tanh,tanh,,,1,1,0,0,0.037512060895226906,0.1,0.007029766987254757,0.00041289028264116954,linear,0.0021472059715295236,3,16,adadelta,85.18762969970703
10,COMPLETED,2,relu,<function lrelu at 0x2b401815eb90>,,,0,1,0,0,0.44125155352959355,1e-08,0.0007502191504939771,0.0011664231583452256,linear,0.013379233073622133,3,32,adadelta,180.53001403808594
11,COMPLETED,2,<function lrelu at 0x2b401815eb90>,<function leaky_relu at 0x2b400f382ef0>,elu,,1,0,0,1,0.3471054493989129,1e-07,0.002093896171327867,0.000605207205218139,<function my_act_fct at 0x2b3fc6a91ef0>,0.013518266673142218,4,256,adam,74.84025573730469
12,COMPLETED,2,<function leaky_relu at 0x2b400f382ef0>,,,,0,1,1,1,0.19555618848291417,0.1,0.002509524151630911,0.0035501193858769975,<function my_act_fct at 0x2b3fc6a91ef0>,0.00400058626752201,2,16,RMSprop,50.2285041809082
13,COMPLETED,2,relu,,,,0,0,1,0,0.2909311773011957,1e-07,0.007675398799373296,0.005195887849182571,<function my_act_fct at 0x2b3fc6a91ef0>,0.002164691687375098,2,64,RMSprop,50.89910888671875
14,COMPLETED,2,<function leaky_relu at 0x2b400f382ef0>,elu,,,0,1,1,1,0.3529478083748944,0.1,0.008303491568748359,0.009905793854575635,linear,0.08629789092844199,3,16,adadelta,137.9613800048828
15,COMPLETED,2,<function lrelu at 0x2b401815eb90>,,,,0,1,1,0,0.3265838995057824,1.0,0.009013578565815387,0.009263287378709066,linear,0.0015514359568213239,2,32,RMSprop,64.75814056396484
16,COMPLETED,2,elu,<function leaky_relu at 0x2b400f382ef0>,,,0,1,1,0,0.31725203491969856,1e-07,0.0027325536342958636,8.779962318624324e-05,<function my_act_fct at 0x2b3fc6a91ef0>,0.00297601098484939,3,16,nadam,55.755645751953125
17,COMPLETED,2,tanh,elu,,,1,1,0,0,0.3633591071568325,1e-07,0.008374429863953321,0.00010140972271476479,<function my_act_fct at 0x2b3fc6a91ef0>,0.0002765463137728639,3,32,RMSprop,52.43827819824219
18,COMPLETED,2,<function lrelu at 0x2b401815eb90>,elu,relu,,0,0,0,1,0.4966248633948924,1e-08,0.006762444881826237,0.004645063090636578,<function my_act_fct at 0x2b3fc6a91ef0>,0.010902727075249615,4,16,adam,150.99900817871094
