Trial-ID,Status,Iteration,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective,Val-loss First Fold,Val-loss Second Fold,Val-loss Third Fold
1,COMPLETED,1,0.184124,0.1,0.000162,0.007437,0.008726,3,256,53.7922108968099,62.48000717163086,39.73091125488281,59.165714263916016
2,COMPLETED,1,0.184124,0.1,0.000162,0.007437,0.008726,3,256,53.08813222249349,58.35033416748047,41.97844696044922,58.93561553955078
