Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,1,<function leaky_relu at 0x2ab5c5a8ef80>,elu,,0.23782728841244322,0.1,0.003990887771352762,0.005121843407069111,0.004895572543644422,3,128,71.15397644042969
2,COMPLETED,1,relu,elu,,0.15542747106539437,0.1,0.0037813543817111,0.003910038164247648,0.0016067486797514316,3,32,84.36571502685547
