Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,1,relu,elu,,0.25709076377501233,1e-08,0.00682987651862685,0.0024678000923569537,0.006673066379944325,3,256,78.04620361328125
2,COMPLETED,1,<function leaky_relu at 0x2ad387e6df80>,elu,,0.18856006882154414,0.1,0.0063621699282965785,0.00548793125478288,0.0024263071408732228,3,256,73.88868713378906
3,COMPLETED,1,relu,elu,,0.29334907221791895,1e-08,0.005350925665966008,0.0035425169775518597,0.0031693070666861584,3,256,81.98092651367188
4,COMPLETED,1,relu,elu,,0.24569352985851706,0.1,0.0011087990529996638,0.0025302036703962237,0.0036859174731276733,3,32,106.46802520751953
5,COMPLETED,1,<function leaky_relu at 0x2ad387e6df80>,elu,,0.25527668020763605,1e-08,0.006311847469377714,0.0061492652449422446,0.0030312779775903682,3,64,75.7031021118164
6,COMPLETED,1,<function leaky_relu at 0x2ad387e6df80>,elu,,0.23073996538108,1e-08,0.0007121495662613045,0.006770992179970206,0.009994383750394888,3,32,63.3481330871582
7,COMPLETED,1,relu,elu,,0.2808178133751843,1e-08,0.003002355945045234,0.004510243859967487,0.0018311232075795857,3,128,88.91719818115234
8,COMPLETED,1,relu,elu,,0.2892725606288863,1e-08,0.002039006810462885,0.005652577762136049,0.001568794439969537,3,64,72.8720932006836
9,COMPLETED,1,relu,elu,,0.2608697009397457,1e-08,0.0018919209907683218,0.0024604214144612864,0.0020686215867073885,3,256,101.9448471069336
