Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,activation_last,bn_1,bn_2,bn_3,bn_4,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,optimizer,Objective
1,COMPLETED,2,tanh,<function leaky_relu at 0x2b299bb4bf80>,tanh,,linear,0,0,1,0,0.0,0.1,0.004749,0.008732,0.000433,4,64,adadelta,21.29841423034668
2,COMPLETED,2,<function lrelu at 0x2b29a30bb200>,,,,linear,1,0,1,0,0.04416631222663403,1.0,0.0004983647026988169,0.0009160919214863172,0.0023265878878918336,2,16,adam,40.07143020629883
