Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,2,relu,<function lrelu at 0x2ae921a15b90>,,,0.2986194798873296,0.1,0.0077716904944186375,0.0037013984803240373,0.00018955657149628634,3,16,418.51019287109375
