Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,2,<function lrelu at 0x2b9167db78c0>,<function lrelu at 0x2b9167db78c0>,,,relu,relu,relu,0.3,0.1,0.004,0.004,0.0012,3,128,51.278717041015625
2,COMPLETED,2,<function leaky_relu at 0x2b915efe3ef0>,<function lrelu at 0x2b9167db78c0>,relu,,,,,0.1510818163978403,1e-07,0.002857404243438687,0.006965490394541438,0.002044974307549621,4,32,44.16779708862305
