Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,1,relu,elu,,0.2739856984665504,1e-08,0.00017127722721522434,0.005779598684983706,0.0012207842588022916,3,32,84.45790100097656
2,COMPLETED,1,<function leaky_relu at 0x2ade1e089f80>,elu,,0.29834224187265795,0.1,0.004539959112648687,0.0022355742051861555,0.0018237356353602615,3,64,67.60649108886719
