Trial-ID,Status,Iteration,batch_size,lrinit,optimizer,Objective
19,INTERMEDIATE,3,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,1104.2919921875
19,INTERMEDIATE,4,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,800.6405639648438
19,INTERMEDIATE,5,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,636.4610595703125
19,INTERMEDIATE,6,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,546.1847534179688
19,INTERMEDIATE,7,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,494.36871337890625
19,INTERMEDIATE,8,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,463.65191650390625
19,INTERMEDIATE,9,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,444.4775085449219
19,COMPLETED,9,64,0.0013863865251063693,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,444.4775085449219
20,INTERMEDIATE,0,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,1,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,2,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,3,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,4,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,5,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,6,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,7,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,8,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,INTERMEDIATE,9,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
20,COMPLETED,9,128,1.4540506279645936e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
21,INTERMEDIATE,0,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,7525.83935546875
21,INTERMEDIATE,1,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,4123.16064453125
21,INTERMEDIATE,2,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,2570.922607421875
21,INTERMEDIATE,3,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,1759.7725830078125
21,INTERMEDIATE,4,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,1291.3868408203125
21,INTERMEDIATE,5,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,1007.02587890625
21,INTERMEDIATE,6,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,827.7898559570312
21,INTERMEDIATE,7,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,709.8644409179688
21,INTERMEDIATE,8,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,629.810546875
21,INTERMEDIATE,9,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,574.2247314453125
21,COMPLETED,9,32,0.0005599380394574275,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,574.2247314453125
22,INTERMEDIATE,0,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,1,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,2,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,3,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,4,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,5,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,6,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,7,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,8,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,INTERMEDIATE,9,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
22,COMPLETED,9,256,4.695419390118709e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16612.869140625
23,INTERMEDIATE,0,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,1,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,2,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,3,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,4,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,5,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,6,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,7,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,8,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,INTERMEDIATE,9,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
23,COMPLETED,9,256,1.4155772233173493e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
24,INTERMEDIATE,0,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,1,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,2,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,3,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,4,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,5,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,6,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,7,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,8,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,INTERMEDIATE,9,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
24,COMPLETED,9,32,5.8831761949706e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16607.37890625
25,INTERMEDIATE,0,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,1474.2884521484375
25,INTERMEDIATE,1,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,488.81024169921875
25,INTERMEDIATE,2,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,408.4746398925781
25,INTERMEDIATE,3,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,401.2095642089844
25,INTERMEDIATE,4,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,399.4473571777344
25,INTERMEDIATE,5,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,398.36865234375
25,INTERMEDIATE,6,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,397.34100341796875
25,INTERMEDIATE,7,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,396.4283447265625
25,INTERMEDIATE,8,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,395.6712646484375
25,INTERMEDIATE,9,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,395.1136474609375
25,COMPLETED,9,256,0.0001393924514992996,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,395.1136474609375
26,INTERMEDIATE,0,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,439.93243408203125
26,INTERMEDIATE,1,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,418.197265625
26,INTERMEDIATE,2,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,410.9139099121094
26,INTERMEDIATE,3,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,406.7101745605469
26,INTERMEDIATE,4,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,403.77880859375
26,INTERMEDIATE,5,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,401.5386047363281
26,INTERMEDIATE,6,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,399.7512512207031
26,INTERMEDIATE,7,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,398.2952575683594
26,INTERMEDIATE,8,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,397.1139831542969
26,INTERMEDIATE,9,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,396.1768798828125
26,COMPLETED,9,128,0.016405114101853854,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,396.1768798828125
27,INTERMEDIATE,0,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,771.306640625
27,INTERMEDIATE,1,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,580.8351440429688
27,INTERMEDIATE,2,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,508.6705627441406
27,INTERMEDIATE,3,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,471.9367980957031
27,INTERMEDIATE,4,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,450.52459716796875
27,INTERMEDIATE,5,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,437.0039978027344
27,INTERMEDIATE,6,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,427.9936828613281
27,INTERMEDIATE,7,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,421.7419738769531
27,INTERMEDIATE,8,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,417.2630920410156
27,INTERMEDIATE,9,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,413.9645080566406
27,COMPLETED,9,256,2.1210393997850147e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,413.9645080566406
28,INTERMEDIATE,0,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.153076171875
28,INTERMEDIATE,1,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.3167419433594
28,INTERMEDIATE,2,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.32098388671875
28,INTERMEDIATE,3,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.0425720214844
28,INTERMEDIATE,4,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.4353942871094
28,INTERMEDIATE,5,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.2447814941406
28,INTERMEDIATE,6,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.2987060546875
28,INTERMEDIATE,7,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.2436218261719
28,INTERMEDIATE,8,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.5687255859375
28,INTERMEDIATE,9,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.6248474121094
28,COMPLETED,9,32,0.0017178826521800576,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.0425720214844
29,INTERMEDIATE,0,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,1,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,2,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,3,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,4,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,5,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,6,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,7,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,8,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
29,INTERMEDIATE,9,32,0.005297255472985594,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
30,INTERMEDIATE,0,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,1,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,2,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,3,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,4,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,5,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,6,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,7,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,8,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,INTERMEDIATE,9,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
30,COMPLETED,9,256,9.026447503518952e-09,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.908203125
31,INTERMEDIATE,0,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,1,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,2,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,3,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,4,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,5,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,6,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,7,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,8,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,INTERMEDIATE,9,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
31,COMPLETED,9,256,1.0315121687412204e-08,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,16622.908203125
32,INTERMEDIATE,0,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,13809.2490234375
32,INTERMEDIATE,1,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,11831.9462890625
32,INTERMEDIATE,2,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,10344.8115234375
32,INTERMEDIATE,3,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,9177.5068359375
32,INTERMEDIATE,4,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,8231.6220703125
32,INTERMEDIATE,5,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,7446.63818359375
32,INTERMEDIATE,6,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,6783.8994140625
32,INTERMEDIATE,7,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,6216.306640625
32,INTERMEDIATE,8,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,5724.08935546875
32,INTERMEDIATE,9,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,5293.580078125
32,COMPLETED,9,128,8.734275302593403e-07,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,5293.580078125
33,INTERMEDIATE,0,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,1,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,2,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,3,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,4,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,5,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,6,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,7,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,8,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
33,INTERMEDIATE,9,64,0.021252108231119157,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
34,INTERMEDIATE,0,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,396.96856689453125
34,INTERMEDIATE,1,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.61016845703125
34,INTERMEDIATE,2,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,396.1506042480469
34,INTERMEDIATE,3,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,395.3475341796875
34,INTERMEDIATE,4,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,398.59283447265625
34,INTERMEDIATE,5,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,395.282470703125
34,INTERMEDIATE,6,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,400.29443359375
34,INTERMEDIATE,7,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,402.7144470214844
34,INTERMEDIATE,8,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,396.3367004394531
34,INTERMEDIATE,9,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,396.0043029785156
34,COMPLETED,9,32,0.01672642719150305,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,394.61016845703125
35,INTERMEDIATE,0,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,7099.8466796875
35,INTERMEDIATE,1,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,4119.99462890625
35,INTERMEDIATE,2,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,2732.24755859375
35,INTERMEDIATE,3,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,1936.39697265625
35,INTERMEDIATE,4,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,1463.3826904296875
35,INTERMEDIATE,5,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,1152.0135498046875
35,INTERMEDIATE,6,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,942.3685913085938
35,INTERMEDIATE,7,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,794.4594116210938
35,INTERMEDIATE,8,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,688.727294921875
35,INTERMEDIATE,9,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,612.2673950195312
35,COMPLETED,9,128,7.638354346197247e-06,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,612.2673950195312
36,INTERMEDIATE,0,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,3934.058349609375
36,INTERMEDIATE,1,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,1877.9290771484375
36,INTERMEDIATE,2,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,1120.8404541015625
36,INTERMEDIATE,3,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,774.5911865234375
36,INTERMEDIATE,4,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,599.6937866210938
36,INTERMEDIATE,5,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,507.26531982421875
36,INTERMEDIATE,6,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,456.55938720703125
36,INTERMEDIATE,7,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,427.8113098144531
36,INTERMEDIATE,8,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,412.20599365234375
36,INTERMEDIATE,9,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,405.1557922363281
36,COMPLETED,9,64,6.293932381584452e-06,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,405.1557922363281
37,INTERMEDIATE,0,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,783.03271484375
37,INTERMEDIATE,1,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,430.0617370605469
37,INTERMEDIATE,2,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,402.3978576660156
37,INTERMEDIATE,3,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,400.580322265625
37,INTERMEDIATE,4,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,399.5745544433594
37,INTERMEDIATE,5,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,398.68603515625
37,INTERMEDIATE,6,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,397.8560791015625
37,INTERMEDIATE,7,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,397.100830078125
37,INTERMEDIATE,8,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,396.41864013671875
37,INTERMEDIATE,9,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,395.84912109375
