Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,activation_last,bn_1,bn_2,bn_3,bn_4,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,optimizer,Objective
1,COMPLETED,2,tanh,<function leaky_relu at 0x2ac395f60f80>,tanh,,linear,0,0,1,0,0.0,0.1,0.004749,0.008732,0.000433,4,64,adadelta,22.789140701293945
2,COMPLETED,2,elu,,,,<function my_act_fct at 0x2ac3614c97a0>,1,1,0,1,0.45438611226052933,0.1,0.006434232416341662,0.003246677153334426,0.0656815184837961,2,256,SGD,668.6568603515625
