Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective,bn_3,bn_4,activation_5,bn_5,activation_6,bn_6,activation_7,bn_7
1,COMPLETED,4,<function leaky_relu at 0x2acf29068f80>,<function leaky_relu at 0x2acf29068f80>,,,0.1841244119677411,0.1,0.00016220861742929693,0.007436944699610299,0.008725626554323051,3,256,61.531105041503906,,,,,,,,
2,COMPLETED,4,<function lrelu at 0x2ae2531b4a70>,<function leaky_relu at 0x2acf29068f80>,,,0.3033172777718979,0.1,0.004401699475857036,0.004122855785777729,0.0012673822843334672,3,128,55.362396240234375,,,,,,,,
