Trial-ID,Status,Iteration,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,dropout,epsilon,l1_reg,l2_reg,lrinit,model_depth,num_units,Objective
1,COMPLETED,2,<function lrelu at 0x2b608170c830>,<function lrelu at 0x2b608170c830>,,,relu,relu,relu,0.3,0.1,0.004,0.004,0.0012,3,128,51.278717041015625
2,COMPLETED,2,<function lrelu at 0x2b608170c830>,<function leaky_relu at 0x2b6078939ef0>,relu,,,,,0.19326900036208816,0.1,0.0062777486743460734,0.009109567401457167,0.07747220898260018,4,32,626.6370239257812
